k,count,prob
435,2,7.54108e-06
437,2,7.54108e-06
439,1,3.77054e-06
442,1,3.77054e-06
448,4,1.50822e-05
450,1,3.77054e-06
453,2,7.54108e-06
455,2,7.54108e-06
456,2,7.54108e-06
458,1,3.77054e-06
460,1,3.77054e-06
462,1,3.77054e-06
464,1,3.77054e-06
466,1,3.77054e-06
469,2,7.54108e-06
474,1,3.77054e-06
476,1,3.77054e-06
480,1,3.77054e-06
481,2,7.54108e-06
483,1,3.77054e-06
486,1,3.77054e-06
490,2,7.54108e-06
492,2,7.54108e-06
493,2,7.54108e-06
498,1,3.77054e-06
499,1,3.77054e-06
500,2,7.54108e-06
502,1,3.77054e-06
504,1,3.77054e-06
505,1,3.77054e-06
507,1,3.77054e-06
508,1,3.77054e-06
509,2,7.54108e-06
512,1,3.77054e-06
513,2,7.54108e-06
515,1,3.77054e-06
516,2,7.54108e-06
517,1,3.77054e-06
519,1,3.77054e-06
525,1,3.77054e-06
527,1,3.77054e-06
531,2,7.54108e-06
536,1,3.77054e-06
537,1,3.77054e-06
538,2,7.54108e-06
549,1,3.77054e-06
550,1,3.77054e-06
551,1,3.77054e-06
553,2,7.54108e-06
556,1,3.77054e-06
558,1,3.77054e-06
562,1,3.77054e-06
565,1,3.77054e-06
566,1,3.77054e-06
568,1,3.77054e-06
571,1,3.77054e-06
572,1,3.77054e-06
575,1,3.77054e-06
577,2,7.54108e-06
582,1,3.77054e-06
584,1,3.77054e-06
586,1,3.77054e-06
587,1,3.77054e-06
589,2,7.54108e-06
590,2,7.54108e-06
593,1,3.77054e-06
599,1,3.77054e-06
600,1,3.77054e-06
603,2,7.54108e-06
605,1,3.77054e-06
606,1,3.77054e-06
611,1,3.77054e-06
613,1,3.77054e-06
622,1,3.77054e-06
624,2,7.54108e-06
627,1,3.77054e-06
628,1,3.77054e-06
630,1,3.77054e-06
632,2,7.54108e-06
633,1,3.77054e-06
642,1,3.77054e-06
644,1,3.77054e-06
657,1,3.77054e-06
658,1,3.77054e-06
666,1,3.77054e-06
674,1,3.77054e-06
676,1,3.77054e-06
679,1,3.77054e-06
684,1,3.77054e-06
686,1,3.77054e-06
687,1,3.77054e-06
691,2,7.54108e-06
694,2,7.54108e-06
699,1,3.77054e-06
703,1,3.77054e-06
714,1,3.77054e-06
716,1,3.77054e-06
717,1,3.77054e-06
737,1,3.77054e-06
742,1,3.77054e-06
754,1,3.77054e-06
756,1,3.77054e-06
757,1,3.77054e-06
759,1,3.77054e-06
766,1,3.77054e-06
778,1,3.77054e-06
786,1,3.77054e-06
787,1,3.77054e-06
788,1,3.77054e-06
791,1,3.77054e-06
795,1,3.77054e-06
796,1,3.77054e-06
797,1,3.77054e-06
799,1,3.77054e-06
800,1,3.77054e-06
804,1,3.77054e-06
807,1,3.77054e-06
809,1,3.77054e-06
811,2,7.54108e-06
813,1,3.77054e-06
824,1,3.77054e-06
842,1,3.77054e-06
845,1,3.77054e-06
849,1,3.77054e-06
856,1,3.77054e-06
862,1,3.77054e-06
863,1,3.77054e-06
867,1,3.77054e-06
891,1,3.77054e-06
905,1,3.77054e-06
906,1,3.77054e-06
912,1,3.77054e-06
921,1,3.77054e-06
944,1,3.77054e-06
958,1,3.77054e-06
976,1,3.77054e-06
979,1,3.77054e-06
995,1,3.77054e-06
1020,1,3.77054e-06
1027,1,3.77054e-06
1030,1,3.77054e-06
1045,2,7.54108e-06
1048,1,3.77054e-06
1050,1,3.77054e-06
1057,1,3.77054e-06
1059,1,3.77054e-06
1060,1,3.77054e-06
1085,1,3.77054e-06
1087,1,3.77054e-06
1091,1,3.77054e-06
1099,1,3.77054e-06
1101,1,3.77054e-06
1107,1,3.77054e-06
1109,1,3.77054e-06
1118,1,3.77054e-06
1146,1,3.77054e-06
1190,1,3.77054e-06
1303,1,3.77054e-06
1311,1,3.77054e-06
1313,1,3.77054e-06
1322,1,3.77054e-06
1323,2,7.54108e-06
1338,1,3.77054e-06
1369,1,3.77054e-06
1371,1,3.77054e-06
1408,1,3.77054e-06
1412,1,3.77054e-06
1419,1,3.77054e-06
1467,1,3.77054e-06
1477,1,3.77054e-06
1488,1,3.77054e-06
1501,1,3.77054e-06
1549,1,3.77054e-06
1579,1,3.77054e-06
1584,1,3.77054e-06
1588,1,3.77054e-06
1654,1,3.77054e-06
1675,1,3.77054e-06
1736,1,3.77054e-06
1750,1,3.77054e-06
1751,1,3.77054e-06
1769,1,3.77054e-06
1772,1,3.77054e-06
1829,1,3.77054e-06
1849,1,3.77054e-06
2656,1,3.77054e-06
3120,1,3.77054e-06
3220,1,3.77054e-06
3988,1,3.77054e-06
4309,1,3.77054e-06
6002,1,3.77054e-06
6308,1,3.77054e-06
7636,1,3.77054e-06
