k,count,prob
350,1,1.14193e-06
351,1,1.14193e-06
352,4,4.56771e-06
353,3,3.42578e-06
354,2,2.28385e-06
355,1,1.14193e-06
356,1,1.14193e-06
357,2,2.28385e-06
358,3,3.42578e-06
359,1,1.14193e-06
360,2,2.28385e-06
361,3,3.42578e-06
363,1,1.14193e-06
364,2,2.28385e-06
365,1,1.14193e-06
366,1,1.14193e-06
367,5,5.70963e-06
368,2,2.28385e-06
369,2,2.28385e-06
371,2,2.28385e-06
372,2,2.28385e-06
373,5,5.70963e-06
374,2,2.28385e-06
375,3,3.42578e-06
376,3,3.42578e-06
377,3,3.42578e-06
379,2,2.28385e-06
380,2,2.28385e-06
381,2,2.28385e-06
382,3,3.42578e-06
383,2,2.28385e-06
384,3,3.42578e-06
385,5,5.70963e-06
386,3,3.42578e-06
387,2,2.28385e-06
388,2,2.28385e-06
391,2,2.28385e-06
392,3,3.42578e-06
393,1,1.14193e-06
394,1,1.14193e-06
395,2,2.28385e-06
396,4,4.56771e-06
397,2,2.28385e-06
398,2,2.28385e-06
399,1,1.14193e-06
402,2,2.28385e-06
403,1,1.14193e-06
404,4,4.56771e-06
407,1,1.14193e-06
408,1,1.14193e-06
409,5,5.70963e-06
410,1,1.14193e-06
411,4,4.56771e-06
412,2,2.28385e-06
413,2,2.28385e-06
414,4,4.56771e-06
415,3,3.42578e-06
416,2,2.28385e-06
418,3,3.42578e-06
419,2,2.28385e-06
420,5,5.70963e-06
421,2,2.28385e-06
422,1,1.14193e-06
423,4,4.56771e-06
424,2,2.28385e-06
425,5,5.70963e-06
427,1,1.14193e-06
428,1,1.14193e-06
429,2,2.28385e-06
430,2,2.28385e-06
431,2,2.28385e-06
432,1,1.14193e-06
433,3,3.42578e-06
434,1,1.14193e-06
435,1,1.14193e-06
436,1,1.14193e-06
437,1,1.14193e-06
438,2,2.28385e-06
439,1,1.14193e-06
440,1,1.14193e-06
441,3,3.42578e-06
443,1,1.14193e-06
445,2,2.28385e-06
446,2,2.28385e-06
447,1,1.14193e-06
449,1,1.14193e-06
453,1,1.14193e-06
454,1,1.14193e-06
455,2,2.28385e-06
458,2,2.28385e-06
459,4,4.56771e-06
462,1,1.14193e-06
463,1,1.14193e-06
464,3,3.42578e-06
466,1,1.14193e-06
467,2,2.28385e-06
468,2,2.28385e-06
470,4,4.56771e-06
471,2,2.28385e-06
472,2,2.28385e-06
473,4,4.56771e-06
475,2,2.28385e-06
476,2,2.28385e-06
477,3,3.42578e-06
479,3,3.42578e-06
480,1,1.14193e-06
481,3,3.42578e-06
482,1,1.14193e-06
484,1,1.14193e-06
485,1,1.14193e-06
486,1,1.14193e-06
489,1,1.14193e-06
493,1,1.14193e-06
494,1,1.14193e-06
495,1,1.14193e-06
496,1,1.14193e-06
498,1,1.14193e-06
499,3,3.42578e-06
500,3,3.42578e-06
501,1,1.14193e-06
503,2,2.28385e-06
505,3,3.42578e-06
506,1,1.14193e-06
508,2,2.28385e-06
512,1,1.14193e-06
513,1,1.14193e-06
515,2,2.28385e-06
517,1,1.14193e-06
520,2,2.28385e-06
521,1,1.14193e-06
524,2,2.28385e-06
525,2,2.28385e-06
529,1,1.14193e-06
533,3,3.42578e-06
537,1,1.14193e-06
539,1,1.14193e-06
543,1,1.14193e-06
544,2,2.28385e-06
547,1,1.14193e-06
548,1,1.14193e-06
549,1,1.14193e-06
550,2,2.28385e-06
551,1,1.14193e-06
555,2,2.28385e-06
557,1,1.14193e-06
558,1,1.14193e-06
562,1,1.14193e-06
563,1,1.14193e-06
565,1,1.14193e-06
566,1,1.14193e-06
567,1,1.14193e-06
568,1,1.14193e-06
570,1,1.14193e-06
573,1,1.14193e-06
577,3,3.42578e-06
579,1,1.14193e-06
582,1,1.14193e-06
584,1,1.14193e-06
586,2,2.28385e-06
587,1,1.14193e-06
588,3,3.42578e-06
589,1,1.14193e-06
590,2,2.28385e-06
593,1,1.14193e-06
594,1,1.14193e-06
597,1,1.14193e-06
599,1,1.14193e-06
604,1,1.14193e-06
605,1,1.14193e-06
606,1,1.14193e-06
609,2,2.28385e-06
610,1,1.14193e-06
611,1,1.14193e-06
614,1,1.14193e-06
615,2,2.28385e-06
616,1,1.14193e-06
617,1,1.14193e-06
618,3,3.42578e-06
620,2,2.28385e-06
621,4,4.56771e-06
622,2,2.28385e-06
624,1,1.14193e-06
625,1,1.14193e-06
629,1,1.14193e-06
631,1,1.14193e-06
633,1,1.14193e-06
634,1,1.14193e-06
635,1,1.14193e-06
639,1,1.14193e-06
641,1,1.14193e-06
642,1,1.14193e-06
645,1,1.14193e-06
654,2,2.28385e-06
655,1,1.14193e-06
656,2,2.28385e-06
662,1,1.14193e-06
663,2,2.28385e-06
664,1,1.14193e-06
665,1,1.14193e-06
666,1,1.14193e-06
671,1,1.14193e-06
674,1,1.14193e-06
676,1,1.14193e-06
679,2,2.28385e-06
680,1,1.14193e-06
681,1,1.14193e-06
684,1,1.14193e-06
685,1,1.14193e-06
695,1,1.14193e-06
697,2,2.28385e-06
702,1,1.14193e-06
705,1,1.14193e-06
706,1,1.14193e-06
710,1,1.14193e-06
711,1,1.14193e-06
712,1,1.14193e-06
715,1,1.14193e-06
721,2,2.28385e-06
726,1,1.14193e-06
738,1,1.14193e-06
739,1,1.14193e-06
740,1,1.14193e-06
747,1,1.14193e-06
749,1,1.14193e-06
752,1,1.14193e-06
753,1,1.14193e-06
757,1,1.14193e-06
766,2,2.28385e-06
773,2,2.28385e-06
777,1,1.14193e-06
778,1,1.14193e-06
779,2,2.28385e-06
781,2,2.28385e-06
783,1,1.14193e-06
784,4,4.56771e-06
785,1,1.14193e-06
789,1,1.14193e-06
793,1,1.14193e-06
801,1,1.14193e-06
802,1,1.14193e-06
807,1,1.14193e-06
809,1,1.14193e-06
824,2,2.28385e-06
825,1,1.14193e-06
831,1,1.14193e-06
840,1,1.14193e-06
857,1,1.14193e-06
866,1,1.14193e-06
869,1,1.14193e-06
874,1,1.14193e-06
876,1,1.14193e-06
889,1,1.14193e-06
892,1,1.14193e-06
894,1,1.14193e-06
914,1,1.14193e-06
915,1,1.14193e-06
924,1,1.14193e-06
928,1,1.14193e-06
940,1,1.14193e-06
958,1,1.14193e-06
962,2,2.28385e-06
963,1,1.14193e-06
979,1,1.14193e-06
982,1,1.14193e-06
983,1,1.14193e-06
989,1,1.14193e-06
1002,1,1.14193e-06
1003,1,1.14193e-06
1008,1,1.14193e-06
1034,1,1.14193e-06
1059,1,1.14193e-06
1072,1,1.14193e-06
1075,1,1.14193e-06
1087,1,1.14193e-06
1093,1,1.14193e-06
1098,1,1.14193e-06
1103,1,1.14193e-06
1105,1,1.14193e-06
1116,1,1.14193e-06
1118,1,1.14193e-06
1125,1,1.14193e-06
1126,1,1.14193e-06
1130,1,1.14193e-06
1142,1,1.14193e-06
1147,1,1.14193e-06
1158,1,1.14193e-06
1169,1,1.14193e-06
1170,1,1.14193e-06
1173,1,1.14193e-06
1177,1,1.14193e-06
1198,1,1.14193e-06
1249,1,1.14193e-06
1290,1,1.14193e-06
1295,1,1.14193e-06
1298,1,1.14193e-06
1299,1,1.14193e-06
1332,1,1.14193e-06
1340,1,1.14193e-06
1347,1,1.14193e-06
1350,1,1.14193e-06
1372,1,1.14193e-06
1373,1,1.14193e-06
1396,1,1.14193e-06
1438,1,1.14193e-06
1554,1,1.14193e-06
1574,1,1.14193e-06
1583,1,1.14193e-06
1585,1,1.14193e-06
1589,1,1.14193e-06
1686,1,1.14193e-06
1704,1,1.14193e-06
1767,1,1.14193e-06
1791,1,1.14193e-06
1796,1,1.14193e-06
1800,1,1.14193e-06
1857,2,2.28385e-06
1859,1,1.14193e-06
1866,1,1.14193e-06
1906,1,1.14193e-06
1966,1,1.14193e-06
1983,1,1.14193e-06
2000,2,2.28385e-06
2043,1,1.14193e-06
2066,1,1.14193e-06
2117,1,1.14193e-06
2122,1,1.14193e-06
2129,1,1.14193e-06
2155,1,1.14193e-06
2159,1,1.14193e-06
2188,1,1.14193e-06
2241,1,1.14193e-06
2272,1,1.14193e-06
2356,1,1.14193e-06
2361,1,1.14193e-06
2418,1,1.14193e-06
2438,1,1.14193e-06
2449,1,1.14193e-06
2501,1,1.14193e-06
2579,1,1.14193e-06
2586,1,1.14193e-06
2604,1,1.14193e-06
2661,1,1.14193e-06
2678,1,1.14193e-06
2686,1,1.14193e-06
2704,1,1.14193e-06
2730,1,1.14193e-06
2736,1,1.14193e-06
2761,1,1.14193e-06
2763,1,1.14193e-06
2769,1,1.14193e-06
2776,1,1.14193e-06
2792,1,1.14193e-06
2821,1,1.14193e-06
2860,1,1.14193e-06
2888,1,1.14193e-06
2892,1,1.14193e-06
2971,1,1.14193e-06
2991,1,1.14193e-06
3029,1,1.14193e-06
3044,1,1.14193e-06
3061,1,1.14193e-06
3116,1,1.14193e-06
3140,1,1.14193e-06
3142,2,2.28385e-06
3173,1,1.14193e-06
3192,1,1.14193e-06
3260,1,1.14193e-06
3272,1,1.14193e-06
3331,1,1.14193e-06
3342,1,1.14193e-06
3362,1,1.14193e-06
3398,1,1.14193e-06
3408,1,1.14193e-06
3409,1,1.14193e-06
3416,1,1.14193e-06
3549,1,1.14193e-06
3573,1,1.14193e-06
3731,1,1.14193e-06
3834,1,1.14193e-06
3910,1,1.14193e-06
3914,1,1.14193e-06
3941,1,1.14193e-06
3968,1,1.14193e-06
3970,1,1.14193e-06
4014,1,1.14193e-06
4019,1,1.14193e-06
4030,1,1.14193e-06
4102,1,1.14193e-06
4206,1,1.14193e-06
4210,1,1.14193e-06
4228,1,1.14193e-06
4229,1,1.14193e-06
4233,1,1.14193e-06
4491,1,1.14193e-06
4572,1,1.14193e-06
4637,1,1.14193e-06
4767,1,1.14193e-06
4847,1,1.14193e-06
5129,1,1.14193e-06
5250,1,1.14193e-06
5290,1,1.14193e-06
5376,1,1.14193e-06
6353,1,1.14193e-06
